price,type,title,address,gov,bathrooms,total_rooms,living_area,total_area,rooms
1 800 000 DT,vente,Une villa aux jardins de carthage vz618,Jardin De Carthage, Tunis,,8,400,500,7
2 200 DT,location,Un local commercial à la marsa,La Marsa, Tunis,,,,25,
8 000 DT,location,Une belle villa au lac 2 ref vlz858,Les Berges Du Lac, Tunis,1,7,,,6
950 000 DT,vente,Un appartement aux berges du lac ref mz706,Les Berges Du Lac, Tunis,,5,,,4
2 500 DT,location,Un appartement meublé au lac 2 ref alz3055,Les Berges Du Lac, Tunis,1,4,,,3
2 200 DT,location,Un appartementau lac2 ref alz3037,Les Berges Du Lac, Tunis,2,4,,,3
2 500 DT,location,Un bureau au lac 1 ref lcz095,Les Berges Du Lac, Tunis,,,,,
1 500 DT,location,Un appartement à la marsa plage ref al1762,La Marsa, Tunis,1,3,,,2
330 000 DT,vente,Un appartement au lac 2 mz709,Les Berges Du Lac, Tunis,,2,,70,1
990 000 DT,vente,Un immeuble à la marsa ref mz696,La Marsa, Tunis,,,,,
2 500 DT,location,Un bureau au lac 1 ref lcz096,Les Berges Du Lac, Tunis,,4,,,
2 500 DT,location,Un appartement meublé au lac2 ref al1292,Les Berges Du Lac, Tunis,1,4,,,3
6 500 DT,location,Villa  vue mer à carthage Ref: VL1021,Carthage, Tunis,,,,,
1 300 DT,location,Un appartement aux jardins de carthage ref alz3310,Jardin De Carthage, Tunis,,,,,3
3 400 DT,location,Bureau sur deux niveaux au lac1 ref al1228,Les Berges Du Lac, Tunis,2,9,,,
1 500 DT,location,Un appartement meublé au lac2 ref al1454,Les Berges Du Lac, Tunis,1,2,,,1
280 000 DT,vente,Fond de commerce à la marsa plage ref lcz110,La Marsa, Tunis,,,,125,
1 400 DT,location,Un appartement aux jardins de carthage ref alz3113,Jardin De Carthage, Tunis,1,4,,,3
350 000 DT,vente,Un appartement à cité les palmeraies ref mz735,Aïn Zaghouan, Tunis,1,4,,170,3
935 DT,location,Coquet appartement richement meublé alz3296,Aïn Zaghouan, Tunis,,2,70,,1
570 000 DT,vente,Un joli duplex aux jardins de carthage mz793,Jardin De Carthage, Tunis,2,5,,198,4
2 500 DT,location,Appartement meublé à l'aouina ref alz3095,L'aouina, Tunis,2,5,,313,4
660 000 DT,vente,Un duplex à cité les palmeraies ref mz757,Aïn Zaghouan, Tunis,2,4,202,,3
650 000 DT,vente,Un appartement au lac 2 ref m452,Les Berges Du Lac, Tunis,,4,,,3
1 400 DT,location,Appartement meublé à ain zaghouan nord alz3279,Aïn Zaghouan, Tunis,,2,,,1
7 500 DT,location,Une belle villa au lac2 vlz877,Les Berges Du Lac, Tunis,2,,763,900,4
250 000 DT,vente,Un appartement à cité les palmeraies ref  mz756,Aïn Zaghouan, Tunis,1,2,,128,1
6 000 DT,location,Un bureau au lac 1  ref lcz117,Les Berges Du Lac, Tunis,2,6,,,
1 600 DT,location,Un appartement meublé ref alz3134,Aïn Zaghouan, Tunis,,3,,,2
790 000 DT,vente,Un joli duplex à cité les palmeraies ref mz758,Aïn Zaghouan, Tunis,,5,,292,
2 300 DT,location,Un joli appartement meublé à la marsa ref alz3130,La Marsa, Tunis,,4,,,3
1 800 DT,location,Un appartement à ain zaghouan nord ref alz3135,Aïn Zaghouan, Tunis,1,4,,,3
980 000 DT,vente,Villa avec piscine à Gammarth Forêt,La Marsa, Tunis,3,7,300,360,4
250 000 DT,vente,Vente appartement S+3 Ain zaghouan,Aïn Zaghouan, Tunis,2,4,150,,3
3 000 DT,location,Eatge s+3 vide à gammarth Ref MEL 0003,La Marsa, Tunis,,,,,
2 500 DT / Mois,location,Appartement S2 meublé Lac2  ref MAL0079,Les Berges Du Lac, Tunis,,,,,
300 000 DT,vente,Appartement S+1 à sidi daoud,La Marsa, Tunis,1,2,92,,1
,vente,Appartement lac1 a vendre,Les Berges Du Lac, Tunis,2,4,120,,4
1 000 DT,location,Appartement avec jardin aux jardins de Carthage ref MAL0083,Jardin De Carthage, Tunis,,,,,
1 400 DT,location,Appartement meublé au jardin de carthage,Jardin De Carthage, Tunis,,,,,
350 DT,location,Jolie grande chambre meublé climatisée,Médina, Tunis,1,4,110,140,3
550 000 DT,vente,Appartement S+3 à sidi daoud,La Marsa, Tunis,2,4,240,,3
200 000 DT,vente,A Vendre un bel appartement S+2 jamais habité à la marsa derrière Hôpital Mongi Slim,La Marsa, Tunis,,3,120,,2
200 000 DT,vente,A vendre appartement S+3 à la marsa cité el rabiaa l’appartement,La Marsa, Tunis,1,3,180,,2
,vente,A VENDRE Maison Jardin de Carthage,Jardin De Carthage, Tunis,2,2,120,100,5
320 DT,vente,Maison à vendre à bardo,Le Bardo, Tunis,1,,,330,4
4 500 DT,location,Duplex S+4 Meublé au lac2,Les Berges Du Lac, Tunis,,,,,
7 000 DT / Mois,location,Villa au Zone Touristique Gammarth,Gammarth, Tunis,,,,,
1 200 DT / Mois,location,Appartement S+2 Meublé à la marsa,La Marsa, Tunis,,,,,
2 400 DT,location,Appartement S+2 Meublé Golden Tulip,Gammarth, Tunis,,,,,
1 800 DT,vente,Appartement lac 2 vide mal0037,Les Berges Du Lac, Tunis,,,,,
1 700 DT,location,"Appartement au lac 2, Ref : MAL0077",Les Berges Du Lac, Tunis,,,,,
2 000 DT,location,Duplex s+3 avec jardin au golden tulip,La Marsa, Tunis,,,,,
3 500 DT,location,Duplex  Meublé S+3 au golden Tulip,La Marsa, Tunis,,,,,
2 000 DT,location,Appartement Meublé à la marsa,La Marsa, Tunis,,,,,
1 400 DT / Mois,location,Appartement avec jardin aux jardins de Carthage,Jardin De Carthage, Tunis,1,3,,,2
2 000 DT / Mois,location,Duplex S+2 Vue sur mer au Golden Tulip,Gammarth, Tunis,1,3,250,,2
950 000 DT,vente,Un entrepôt plus plusieurs Immobilier,Séjoumi, Tunis,,,,,
800 000 DT,vente,Villa THS Cité El Khalil La Marsa Chez Particulier,La Marsa, Tunis,4,7,300,250,6
840 000 DT,vente,Luxueuse Villa HS Direct Particulier Bhar Lazreg,La Marsa, Tunis,4,8,300,350,7
2 100 DT,location,DUPLEX S+3 vue sur mer au Golden Tulip,La Marsa, Tunis,2,4,195,,3
2 700 000 DT,vente,Villa VICTORIA (Réf: V1017),Mutuelleville, Tunis,3,10+,1110,1097,7
5 500 DT,location,Triplex S+3 à l'entrée du golden Tulip,Gammarth, Tunis,1,4,220,,3
900 DT / Mois,location,Local à usage commercial SALAMBO,Carthage, Tunis,,,50,,
1 000 DT,vente,Studio meublé,La Marsa, Tunis,1,1,60,,1
,vente,A vendre Terrain à Gammarth,Gammarth, Tunis,,,,644,
250 DT,vente,Terrain à vendre à borj chakir,Sidi Hassine, Tunis,,,,200,
,vente,Terrain à Gammarth,Gammarth, Tunis,,,,613,
750 DT,location,Local a louer a bab el khadra,Centre Ville - Lafayette, Tunis,,,50,,
5 000 000 DT,vente,Villa avec piscine en face Golf Gammarth,Gammarth, Tunis,2,8,750,1200,5
16 000 DT,location,Immeuble à louer (Lafayette),Centre Ville - Lafayette, Tunis,,10+,1335,,
1 DT,location,Location / Usage Commercial,Le Bardo, Tunis,1,6,160,400,
2 870 000 DT,vente,Propriété avec deux niveaux indépendants,Mutuelleville, Tunis,4,10+,600,1300,9
,vente,Villa  avec piscine et jardin à la Marsa,Les Berges Du Lac, Tunis,4,9,769,,7
150 DT,location,Louer étage de villa Meublée la Marsa,La Marsa, Tunis,2,4,300,,3
800 DT,vente,Duplex à Bardo (rue de l'aérobie bardo 2) en très bon état,Le Bardo, Tunis,,,,,
2 500 DT,location,Duplex avec Jardin Ref AL2078,La Marsa, Tunis,1,5,,,4
,vente,A vendre appartement S+3 très haut standing à Gammarth supérieur dans une résidence R+2,La Marsa, Tunis,2,,170,,
290 000 DT,vente,A vendre un duplex s+3 à sidi daoud la marsa,La Marsa, Tunis,,,,,
550 000 DT,vente,A vendre un bel appartement S+2 à golden tulip gammarth d,La Marsa, Tunis,1,4,100,250,3
440 000 DT,vente,A vendre un bel appartement haut standing  S+3  à la Marsa cité el Khalil,La Marsa, Tunis,1,6,170,,4
1 300 000 DT,vente,A vendre un immeuble r+2 inachevé à jardin de carthage,La Marsa, Tunis,,,500,,
335 000 DT,vente,A vendre un appartement S+2  très haut standing  jamais habité à cité el wahat,L'aouina, Tunis,,,100,,
1 900 DT,location,Duplex S+3 avec grand terrasse à Gammarth supérieur,La Marsa, Tunis,1,4,280,,3
450 000 DT,vente,A vendre un duplex s+4 à la Marsa cité el khalil,La Marsa, Tunis,1,5,160,,4
900 000 DT,vente,Cause départ vend Fond de commerce restaurant au cœur de la Marsa en pleine activité,La Marsa, Tunis,2,2,240,,
2 200 DT / Mois,location,Duplex S+2 meublé avec jardin au Golden Tulip,Gammarth, Tunis,1,3,140,,2
1 200 DT,location,Appartement S+2 à Sidi Bou Saïd,Sidi Bou Said, Tunis,1,,130,,2
2 000 DT,location,Appartement S+2 avec jardin au Golden Tulip,La Marsa, Tunis,2,3,120,,2
3 500 DT / Mois,location,Duplex S3 meublé vue sur mer à Gammarth,Gammarth, Tunis,2,4,148,,3
1 250 DT,location,Appartement S+3 vide ou meublé à cite Khalil,La Marsa, Tunis,1,4,120,,3
1 500 DT,location,Appartement S+3 meublé à cite Khalil,La Marsa, Tunis,,,148,,
2 300 DT,location,Magnifique appartement au  lac 2,Les Berges Du Lac, Tunis,1,2,70,,1
495 000 DT,vente,Golden Tulip. Appartement intime et coquet à vendre ou à louer.,La Marsa, Tunis,1,4,80,160,2
600 DT,location,Villa à Louer,Sidi Hassine, Tunis,1,3,100,200,2
2 500 DT,location,Location d'un duplex au golden tulipe gammarth,Gammarth, Tunis,1,3,140,215,2
2 800 DT,location,Triplexe Forest Gammarth,Gammarth, Tunis,3,7,360,240,5
1 500 DT,location,APPARTEMENT BIEN SITUÉ DANS LE LAC 2,Les Berges Du Lac, Tunis,1,4,160,,3
800 000 DT,vente,للبيع أجزاء على الشياع,La Goulette, Tunis,,,,,
450 DT,location,Studio a louer,La Goulette, Tunis,,,,,
620 DT,location,VILLA  4 pièces coté GARE ROUTIERE BEB SAADOUN,Le Bardo, Tunis,2,,120,500,4
,vente,Immeuble à louer (Lafayette),Centre Ville - Lafayette, Tunis,,,,,
1 100 DT,location,A louer etage villa s+3 au jardins de carthage.,Sidi Daoud, Tunis,,3,140,430,3
1 500 DT,location,Local commercial au coeur de marsa ville,La Marsa, Tunis,,1,65,65,
900 000 DT,vente,A vendre un duplex haut standing au lac 2,Les Berges Du Lac, Tunis,2,5,225,225,4
480 000 DT,vente,Villa 2 étages indépendants au Bardo,Le Bardo, Tunis,3,10+,300,385,8
12 DT,vente,Fonds de commerce à usage de bureau,Le Kram, Tunis,1,1,,,
,location,Location très beau appartement S+3 au centre urbain Nord,Cité El Khadra, Tunis,2,4,120,,3
,location,Appartement à louer lac 1,La Marsa, Tunis,1,4,115,,4
100 000 000 DT,vente,Maison a vendre,El Omrane supérieur, Tunis,,,100,,2
3 800 DT,location,Villa de plain pied au golf de gammarth,Gammarth, Tunis,2,4,,,2
1 300 DT,location,A louer etage de villa usage bureau,Centre Urbain Nord, Tunis,2,4,260,,
600 DT,location,A LOUER UN BUREAU DESTINEE TT USAGE DE COMMERCE,Ezzouhour, Tunis,,,,,
1 250 000 DT,vente,Villa haut standing à Carthage à vendre,Carthage, Tunis,3,10+,202,202,3
600 DT,location,Local commercial,Ezzouhour, Tunis,,,,,
3 520 000 DT,vente,Résidence LOFT 51,Aïn Zaghouan, Tunis,2,4,150,,3
2 200 000 DT,vente,A vendre une villa inachevée sur les hauteurs de Gammarth superieur,Gammarth, Tunis,,6,550,813,4
,vente,Terrain à vendre à la marsa,La Marsa, Tunis,,,,570,
175 000 DT,vente,Appartement à vendre à ain zaghouan,Aïn Zaghouan, Tunis,,3,97,97,
1 100 000 DT,vente,Villa à vendre à Marsa les pins,La Marsa, Tunis,,,,470,
1 500 DT,location,Appartement  la Terrasse,Carthage, Tunis,1,,164,,3
1 550 000 DT,vente,Ksar Nova Park,Gammarth, Tunis,4,,400,600,5
550 DT,location,Studio jamaid habité,Jardin De Carthage, Tunis,1,2,70,70,2
1 700 DT,location,ETAGE DE VILLA AU COEUR DE MARSA VILLE,La Marsa, Tunis,,3,,,2
4 500 DT,location,Villa a louer,La Marsa, Tunis,2,,500,500,
400 DT,location,A louer maison,Djebel Jelloud, Tunis,1,3,110,180,2
3 000 000 DT,vente,Terrain au berges du lac 1,Les Berges Du Lac, Tunis,,,,1503,
3 500 000 DT,vente,Villa à vendre à Carthage,Carthage, Tunis,,,350,600,
1 200 000 DT,vente,Villa Byrsa,Carthage, Tunis,4,9,350,452,8
3 000 000 DT,vente,Villa Tanit,Carthage, Tunis,4,,410,490,7
2 500 000 DT,vente,Une villa... Une reine,Carthage, Tunis,4,,600,420,7
1 000 000 DT,vente,Villa Style colonial,Sidi Daoud, Tunis,,,450,550,
5 000 000 DT,vente,Palais Hannon Carthage Salammbo,Carthage, Tunis,,,500,720,
4 500 000 DT,vente,Villa Thermes d'Antonin de Carthage,Carthage, Tunis,,,460,870,
2 500 000 DT,vente,Une villa... Une reine,Carthage, Tunis,,,600,420,
,vente,Villa Parc Ennassim,La Marsa, Tunis,3,,410,480,4
1 650 000 DT,vente,Villa Hannibal,Carthage, Tunis,3,6,250,412,4
350 000 DT,vente,Vends villa de 4 maison,El Omrane, Tunis,4,10+,406,380,10+
1 100 000 DT,vente,Ferme à vendre à Nabeul,La Marsa, Tunis,,,,47000,
1 030 000 DT,vente,Villa Rommana,El Omrane supérieur, Tunis,3,,,520,4
1 000 000 DT,vente,Villa Style colonial,La Marsa, Tunis,3,,450,550,5
1 000 000 DT,vente,Villa Sidi Daoud,La Marsa, Tunis,4,,,350,4
895 000 DT,vente,Quel luxe cet appart,Les Berges Du Lac, Tunis,4,,271,,4
,location,"À louer un apparemment  S+2 à Diar Soukra 2, Ain Zaghouan -tout prés du lac 2-",Aïn Zaghouan, Tunis,1,3,104,,2
1 000 DT,location,A louer un S+1,Gammarth, Tunis,1,2,80,100,1
400 DT,location,A louer app s+3,Agba, Tunis,,4,100,100,3
,vente,Somptueuse villa à Carthage avec vue sur mer,La Marsa, Tunis,,,,2476,
,vente,Villa de haut standing,La Marsa, Tunis,,,,,
,vente,Villa de trés haut standing,La Marsa, Tunis,,,800,1370,
170 000 DT,vente,Villa jumelée à vendre,El Kabaria, Tunis,1,5,100,120,3
2 700 DT,location,Location d'un rez de chaussée meublé,La Marsa, Tunis,,,,,
15 000 DT,location,Location d'une majestueuse villa,Gammarth, Tunis,,,1000,1500,
880 000 DT,vente,Vente duplex haut standing,Gammarth, Tunis,,,,,
1 540 000 DT,vente,Appartement avec piscine à Gammarth zone touristique,Gammarth, Tunis,,,,,
560 000 DT,vente,A vendre un appartement à Gammarth,Cité Olympique, Tunis,1,3,115,,2
2 000 DT,location,Appartement aux jardins de Gammarth,La Marsa, Tunis,,,100,,2
2 000 DT / Mois,location,Appartement aux jardins de gammarth,Gammarth, Tunis,,,,,
1 200 DT / Mois,location,A louer un appartement s+1 neuf jamais habité,Gammarth, Tunis,,,65,,1
1 400 DT,location,Location appartement s+1,Gammarth, Tunis,,,,65,1
225 000 DT,vente,Terrain nu a vendre,El Omrane supérieur, Tunis,,,,293,
1 450 DT,location,RDC à Gammarth Supérieur,Gammarth, Tunis,2,5,150,350,3
220 000 DT,vente,Etage de villa a carthage salambo,Carthage, Tunis,1,3,95,120,2
210 DT,vente,Appartement à vendre Tunis / Lafayette,Centre Ville - Lafayette, Tunis,1,3,95,95,2
415 000 DT,vente,A vendre un appartement s+2,La Marsa, Tunis,,,124,,
500 DT,location,Maison 1er étage,La Marsa, Tunis,1,3,100,,2
280 DT,location,Bureaux a louer au lac 2,Les Berges Du Lac, Tunis,,,2122.45,,
800 000 DT,vente,Villa a vendre à la marsa,La Marsa, Tunis,,,318,115,
2 000 DT,location,Duplex au golden tulipe,Gammarth, Tunis,,,,,
,vente,Villa a gammarth sup avec une vue dégagée,Gammarth, Tunis,,,1500,600,
4 500 DT,location,Villa a louer a marsa corniche,La Marsa, Tunis,,,,,
830 000 DT,vente,Duplex a vendre au golden tulipe,Gammarth, Tunis,,,125,200,
,vente,Villa jumelé,El Kabaria, Tunis,1,,100,120,5
200 DT,location,Studio,Ezzouhour, Tunis,,1,,,1
4 100 DT,location,A louer une villa à carthage,Carthage, Tunis,,,380,500,
535 000 DT,vente,Appartement a vendre,La Marsa, Tunis,2,4,,,3
,vente,Terrain nu a gammarth,Gammarth, Tunis,,,,620,
,vente,Terrain nu a gammarth,Gammarth, Tunis,,,,620,
3 500 DT,location,Rez de jardin a la marsa,La Marsa, Tunis,,,,,
,vente,Villa à vendre à marsa cubes,La Marsa, Tunis,,,,,
,vente,Terrain pied dans l'eau,Gammarth, Tunis,,,,2632,
3 500 DT,location,Appartement front lac,Les Berges Du Lac, Tunis,,,,,2
3 500 DT / Mois,location,Rez de jardin,La Marsa, Tunis,,5,,,4
1 700 000 DT,vente,SybDVsyb3 Duplex à la Marina de Gammarth,La Marsa, Tunis,2,6,300,,3
2 200 DT,location,SybALZ7 Appartement meublé à louer à la Marsa,La Marsa, Tunis,1,3,,,2
1 800 DT,location,SybRDCLZ6 Rez de chaussée à saisir en location à El Wifak La Marsa les Pins,La Marsa, Tunis,1,4,270,,3
1 400 DT,location,SybEVLM8 Étage de villa à louer aux Jardins de Carthage,Carthage, Tunis,1,4,0,0,3
4 500 DT,location,SybRDCLS15 Rez de chaussée à louer à Le golf à Gammarth,Gammarth, Tunis,4,7,,,5
2 500 DT,location,SybDLM6 Duplex à louer à la Marsa,La Marsa, Tunis,3,4,200,320,3
1 160 DT,location,SybALK7 Appartement S+2 à louer au Jardins de Carthage,Carthage, Tunis,1,3,210,,2
500 DT / Mois,location,Avenue de Ghana façe Mint du Commerce,Centre Ville - Lafayette, Tunis,,,50,,2
240 DT,vente,Coquet appartement a découvrir,L'aouina, Tunis,1,3,114,,2
1 500 000 DT,vente,SybTVK7 Terrain à cité les pins la Marsa,La Marsa, Tunis,,,,500,
2 500 DT,location,SybALZ7 appartement meublé côté du stade,La Marsa, Tunis,,4,190,,3
25 000 DT,vente,Vente d'un fonds de commerce,Cité El Khadra, Tunis,,,10,,
2 600 DT,location,SybVLM10 villa à louer à sidi bou said,La Marsa, Tunis,1,4,,,3
3 200 DT,location,SybVLM11 villa à louer à Carthage Byrsa,Carthage, Tunis,,4,0,0,3
2 000 DT,location,SybMLM9 Rez de Chaussée à louer à Sidi Abdelaziz,La Marsa, Tunis,,,0,0,
1 200 DT,location,LOUE La Marsa Corniche,La Marsa, Tunis,1,3,80,200,2
2 500 DT,location,Duplex a louer au golden tulipe,Gammarth, Tunis,,,,,
120 DT,location,S+1 meublé par nuitée,Jardin De Carthage, Tunis,1,2,80,,2
1 300 DT,location,Etage de villa jardin de carthage,Jardin De Carthage, Tunis,1,4,160,,3
2 500 DT,location,Rez de chaussee avec jardin,La Marsa, Tunis,,,,,
890 000 DT,vente,SybMVM3 villa à la soukra,La Marsa, Tunis,3,5,300,495,4
1 600 DT / Mois,location,Rez de chaussée à Gammarth,Gammarth, Tunis,,,,,
3 700 DT,vente,A vendre bureaux et locaux commerciaux,Carthage, Tunis,,,,,
1 000 000 DT,vente,IMMEUBLE INVEST,La Marsa, Tunis,3,,450,500,6
2 600 000 DT,vente,SybVVS16 villa a vendre à gammarth,Gammarth, Tunis,,,,,
8 500 DT,location,SybVLS15 VILLA NEUVE A GAMMARTH SUPERIEUR,Gammarth, Tunis,,,590,,
2 000 000 DT,vente,Terrain Club Gammarth plage,La Marsa, Tunis,,,,1218,
10 500 DT / Mois,location,SybVLS14villa de maitre,Gammarth, Tunis,,,1400,,
390 000 DT,vente,SybAVM5 appartement à vendre à la Soukra,La Marsa, Tunis,3,5,188,,4
1 250 DT,location,SybALM4 appartement à louer à Sidi Daoud La Marsa,La Marsa, Tunis,,4,,,3
3 200 DT,location,SybALS13 appartement à louer à Sidi Bou Said,La Marsa, Tunis,2,4,0,0,3
2 000 DT,location,SybALS12 appartement à louer au cœur de Sidi Bou Said,La Marsa, Tunis,1,3,,,2
2 200 DT,location,SybALS11 Appartement à louer à Sidi Bou Said,La Marsa, Tunis,1,3,0,0,2
2 200 DT / Mois,location,SybDLS10 Duplex à louer à Gammarth Supérieur,La Marsa, Tunis,3,5,320,,4
4 100 000 DT,vente,SybVTS8 vente terrain à Gammarth coté café journal,La Marsa, Tunis,,,,1800,
660 000 DT,vente,SybDVS9 Duplex à vendre à Gammarth supérieur,La Marsa, Tunis,3,5,320,0,4
3 500 DT / Mois,location,SybALZ3 appartement à louer au Lac 2,La Marsa, Tunis,2,4,210,,3
3 200 DT / Mois,location,SybVLZ2 villa à louer proche de l'ISC à Carthage,La Marsa, Tunis,2,4,0,0,3
550 000 DT,vente,SybAVK6 appartement à vendre aux Jardins de Carthage,La Marsa, Tunis,2,4,,,3
560 000 DT,vente,SybAVK5 appartement à vendre aux Jardins de Carthage,La Marsa, Tunis,2,4,0,0,3
1 300 000 DT,vente,SybAVK4 appartement avec piscine à vendre à la Marsa,La Marsa, Tunis,2,4,,,3
2 000 DT,location,"SybMLM3 maison à louer à cité El Wifek, la Marsa",La Marsa, Tunis,1,5,200,1000,4
3 500 000 DT,vente,SybDVK3 Domaine à vendre à Grombalia,La Marsa, Tunis,,,,50000,
8 500 000 DT,vente,SybVVK2 villa à vendre à la Marsa aux berges du lac,La Marsa, Tunis,6+,10+,1150,1350,9
1 700 DT / Mois,location,SybALZ1 appartement à louer à l'entrée de la Marsa,La Marsa, Tunis,1,3,110,0,2
220 000 DT,vente,SybAVK1 appartement à vendre aux Jardins de Carthages,La Marsa, Tunis,1,3,0,0,1
2 500 000 DT,vente,SybVVS8 villa à vendre coté café journal à Gammarth,La Marsa, Tunis,3,6,475,877,5
4 500 000 DT,vente,SybVVS7 villa à vendre à Gammarth,La Marsa, Tunis,6+,9,700,954,7
1 850 000 DT,vente,SybVVS6 villa à vendre du coté du Golden Tulipe à Gammarth,La Marsa, Tunis,5,6,780,600,5
6 500 DT,location,SybVLS5 villa à louer à Gammarth coté Golden Tulipe,La Marsa, Tunis,5,6,600,780,5
1 600 000 DT,vente,SybVVS4 villa à vendre à Gammarth coté Golden Tulipe,La Marsa, Tunis,4,5,0,402,4
4 200 DT,location,SybVLS3 villa à louer à Gammarth coté café journal,La Marsa, Tunis,3,6,0,700,5
5 000 DT,location,SybVLS2 villa à louer à Gammarth Supérieur,La Marsa, Tunis,3,6,475,877,5
12 000 DT / Mois,location,SybVLS1 villa à louer à carthage,Carthage, Tunis,2,6,250,300,2
2 600 DT,location,SybALM1 Appartement à la Marsa,La Marsa, Tunis,1,3,118,,2
175 DT,location,Appartement louer a partager,El Ouardia, Tunis,,2,80,,2
,location,Location garage,El Ouardia, Tunis,,,,,
550 000 DT,vente,Une belle villa a bardo dans un cartier chik,Le Bardo, Tunis,6+,6,270,339,6
470 DT,location,S+3 a louer a elagba denden,Agba, Tunis,1,4,100,150,3
1 000 DT,location,Loue appt à Tunis,Centre Ville - Lafayette, Tunis,,3,,,
130 DT,vente,Un joli appartement (s+3) à el omrane supérieur,El Omrane supérieur, Tunis,1,4,80,,3
125 DT,location,Colocation : s+2 avec un grand terrasse,La Marsa, Tunis,1,3,70,100,2
950 DT,vente,Vieille villa a la marsa,La Marsa, Tunis,,,,420,
570 DT,location,Une très belle maison,Aïn Zaghouan, Tunis,1,5,140,140,2
320 000 DT,vente,Agréable appart à cité El Hana,Carthage, Tunis,2,3,140,,2
600 DT,location,Appartement s3 lumineux à el omrane supérieur,El Omrane supérieur, Tunis,,,116,,3
600 000 DT,vente,Fond de commerce restaurant et salon de thé,,Tunis,,,160,250,
750 DT,location,Appartement a louer bélvedere,Centre Ville - Lafayette, Tunis,2,,100,,2
210 000 DT,vente,Vente s+2 Ain zaghouan,Carthage, Tunis,1,2,100,,
20 DT,location,Showroom  a loyer,La Marsa, Tunis,,,,,
110 000 DT,vente,Appartement situé à la nouvelle medina 1 à vendre,Médina, Tunis,1,3,100,,2
150 000 DT,vente,Héritage au centre ville,Centre Ville - Lafayette, Tunis,1,4,90,90,4
,vente,Appartement plein centre ville,Centre Ville - Lafayette, Tunis,1,3,60,60,3
290 000 DT,vente,Appartement à vendre AOUINA / AIN ZAGHOUAN,L'aouina, Tunis,2,5,120,,4
360 DT,vente,Villa,El Ouardia, Tunis,2,7,230,400,7
750 000 DT,vente,Duplexe Taj Mahal,La Marsa, Tunis,2,,200,250,3
440 DT,vente,"S+3 jamais habité,  1er etage  carthage byrsa",Carthage, Tunis,1,3,110,,3
